cutout_id,Mvir,redshift
35202,216064400000000.0,0.2576
35212,155128100000000.0,0.2576
35213,106013800000000.0,0.2571
35223,268734900000000.0,0.2578
35237,264409800000000.0,0.2582
35243,144363300000000.0,0.2574
35247,101208100000000.0,0.2579
35259,152148600000000.0,0.259
35260,649827200000000.0,0.2579
35270,107647800000000.0,0.259
35287,218659500000000.0,0.2573
35290,190402000000000.0,0.2574
35292,134367500000000.0,0.2582
35293,104860400000000.0,0.2576
35295,138980900000000.0,0.2584
35296,281998700000000.0,0.2584
35299,492007900000000.0,0.2585
35304,233461100000000.0,0.2581
35307,237113400000000.0,0.2582
35318,116682500000000.0,0.2589
35319,226252500000000.0,0.2579
35324,118508600000000.0,0.259
35329,101112000000000.0,0.257
35346,326499500000000.0,0.2622
35354,101015900000000.0,0.26
35357,111972900000000.0,0.2614
35363,112453500000000.0,0.2597
35374,131676300000000.0,0.2606
35384,118412500000000.0,0.2619
35401,188768000000000.0,0.2609
35409,256047900000000.0,0.2598
35422,111588400000000.0,0.2611
35430,101688700000000.0,0.2608
35440,129946200000000.0,0.2616
35443,352546400000000.0,0.2616
35445,155416400000000.0,0.2612
35467,137827600000000.0,0.2609
35468,180982800000000.0,0.2606
35483,181559500000000.0,0.2608
35498,122449300000000.0,0.2609
35501,130138400000000.0,0.2598
35513,103611000000000.0,0.2608
35541,103130400000000.0,0.26
35549,245955900000000.0,0.2622
35550,103322600000000.0,0.2617
35556,129657900000000.0,0.2619
35569,102169300000000.0,0.2619
35572,105629400000000.0,0.2605
35576,190498100000000.0,0.2614
35579,138884800000000.0,0.26
35580,114087400000000.0,0.2597
35590,240669600000000.0,0.2606
35597,246244200000000.0,0.26
35606,128120100000000.0,0.2609
35608,379362200000000.0,0.2625
35609,272291100000000.0,0.2611
35612,167238500000000.0,0.2606
35615,838787500000000.0,0.2611
35622,261430300000000.0,0.2605
35627,134751900000000.0,0.2614
35629,206164700000000.0,0.2603
35630,125332700000000.0,0.2597
35648,102361500000000.0,0.2605
35659,288438300000000.0,0.2601
35660,104860400000000.0,0.2608
35665,106975000000000.0,0.2603
35666,284786000000000.0,0.2616
35676,134079100000000.0,0.2606
35690,135616900000000.0,0.2603
35696,106398300000000.0,0.2608
35704,145708900000000.0,0.2603
35710,123698800000000.0,0.2622
35716,135905300000000.0,0.2603
35718,144651700000000.0,0.2612
35734,274501800000000.0,0.2624
35749,302471000000000.0,0.2625
35753,147727300000000.0,0.2601
35757,119277600000000.0,0.2606
35758,178291600000000.0,0.2606
35763,122161000000000.0,0.2597
35767,101688700000000.0,0.2609
35774,332554700000000.0,0.2605
35784,111876800000000.0,0.2612
35793,258835200000000.0,0.26
35794,172524700000000.0,0.2614
35812,158011500000000.0,0.2608
35820,113702900000000.0,0.262
35837,184154600000000.0,0.2622
35846,165220100000000.0,0.2612
35847,233365000000000.0,0.2601
35853,103707100000000.0,0.2622
35863,116490200000000.0,0.2608
35890,132637400000000.0,0.2609
35891,100727500000000.0,0.2622
35893,433762800000000.0,0.2616
35894,276231800000000.0,0.2619
35906,107263300000000.0,0.2606
35924,122545400000000.0,0.2617
35926,109377800000000.0,0.2598
35929,148880700000000.0,0.2622
35939,125717200000000.0,0.2622
35944,100727500000000.0,0.2611
35956,141672100000000.0,0.2619
35967,165796800000000.0,0.2616
35973,358697700000000.0,0.2616
35974,227021400000000.0,0.26
35994,348797900000000.0,0.2598
35999,115721300000000.0,0.2597
36000,264505900000000.0,0.2612
36011,168488000000000.0,0.2601
36028,146862300000000.0,0.2612
36035,128504500000000.0,0.2622
36047,323135500000000.0,0.2622
36049,239131800000000.0,0.2619
36061,109762300000000.0,0.2614
36071,205876300000000.0,0.2611
36075,213084900000000.0,0.2624
36080,124659900000000.0,0.2598
36086,110435100000000.0,0.2624
36092,231154300000000.0,0.2609
36094,122257100000000.0,0.2617
36095,243360800000000.0,0.2601
36120,304201000000000.0,0.2609
36133,521418800000000.0,0.2606
36135,129657900000000.0,0.2614
36149,148400100000000.0,0.2617
36168,265659300000000.0,0.2603
36170,164835600000000.0,0.2609
36193,216545000000000.0,0.2614
36202,176369300000000.0,0.2605
36204,105917700000000.0,0.2616
36205,102169300000000.0,0.2603
36218,112165100000000.0,0.2614
36220,775159900000000.0,0.262
36231,117643600000000.0,0.2611
36264,138404300000000.0,0.2597
36273,103226500000000.0,0.2606
36274,117259200000000.0,0.26
36281,112741800000000.0,0.2609
36282,113606800000000.0,0.2619
36293,143306100000000.0,0.26
36299,224714700000000.0,0.2611
36302,110435100000000.0,0.2616
36312,292667300000000.0,0.2605
36314,101015900000000.0,0.2597
36315,108801100000000.0,0.2598
36323,387339700000000.0,0.2616
36329,107071100000000.0,0.2619
36331,313428000000000.0,0.262
36332,129850100000000.0,0.2614
36338,225387500000000.0,0.2611
36347,341012700000000.0,0.2609
36351,113510700000000.0,0.2644
36356,234998900000000.0,0.2636
36360,160318300000000.0,0.2632
36370,112069000000000.0,0.2638
36381,112645700000000.0,0.2633
36392,102169300000000.0,0.2627
36405,155993100000000.0,0.264
36408,108224400000000.0,0.2648
36417,108032200000000.0,0.2648
36423,187518500000000.0,0.2636
36437,115529100000000.0,0.2644
36454,127735600000000.0,0.2628
36459,100150900000000.0,0.2624
36462,164162800000000.0,0.2644
36465,246820900000000.0,0.2644
36469,117739700000000.0,0.2648
36480,125044400000000.0,0.2644
36481,138980900000000.0,0.264
36493,195592100000000.0,0.2632
36494,100343100000000.0,0.2643
36518,128889000000000.0,0.2638
36529,106494400000000.0,0.2649
36537,143402200000000.0,0.263
36559,116298000000000.0,0.2628
36560,109570000000000.0,0.2625
36591,203857900000000.0,0.2628
36592,115144700000000.0,0.2638
36597,150226300000000.0,0.2622
36598,233941600000000.0,0.2627
36601,102553700000000.0,0.2633
36607,289207200000000.0,0.2638
36621,154167000000000.0,0.2633
36631,294685700000000.0,0.2649
36634,446642100000000.0,0.2646
36644,117355300000000.0,0.2632
36651,101304200000000.0,0.2628
36664,108128300000000.0,0.2636
36666,105725500000000.0,0.2635
36669,472016200000000.0,0.263
36676,135232500000000.0,0.2624
36677,262872000000000.0,0.2643
36679,177522700000000.0,0.2628
36681,141960500000000.0,0.2638
36684,139461500000000.0,0.2644
36695,160702700000000.0,0.2641
36706,211547100000000.0,0.263
36712,101496500000000.0,0.2622
36720,108512800000000.0,0.2648
36724,193766000000000.0,0.2636
36743,313139600000000.0,0.2632
36748,204915200000000.0,0.2643
36756,200878400000000.0,0.2649
36758,125332700000000.0,0.2636
36767,310736800000000.0,0.2625
36770,217698400000000.0,0.2648
36786,160029900000000.0,0.263
36797,120623200000000.0,0.2632
36805,132637400000000.0,0.264
36811,143113800000000.0,0.2633
36826,109185600000000.0,0.2625
36830,153013600000000.0,0.2635
36849,109089500000000.0,0.2633
36877,311217300000000.0,0.264
36880,120719300000000.0,0.2633
36884,112934000000000.0,0.2646
36889,343223300000000.0,0.2624
36893,147823400000000.0,0.2641
36900,314100800000000.0,0.2624
36907,140711000000000.0,0.2644
36910,199628900000000.0,0.2627
36941,104572100000000.0,0.2646
36950,131964600000000.0,0.263
36951,138596500000000.0,0.264
36952,133502400000000.0,0.2628
36954,119950400000000.0,0.2632
36955,223657400000000.0,0.263
36956,104379900000000.0,0.2648
36973,314677500000000.0,0.2649
36983,172717000000000.0,0.2633
36984,156185400000000.0,0.2632
37007,317560900000000.0,0.2646
37028,193766000000000.0,0.2636
37043,105148800000000.0,0.2643
37044,142344900000000.0,0.2636
37059,134175200000000.0,0.2632
37077,124659900000000.0,0.264
37087,282959800000000.0,0.2641
37093,220966200000000.0,0.2625
37097,169929700000000.0,0.2644
37101,102745900000000.0,0.2635
37120,336495300000000.0,0.2628
37122,118508600000000.0,0.264
37126,111011700000000.0,0.2643
37128,207029700000000.0,0.2644
37134,108416700000000.0,0.2641
37147,170025800000000.0,0.2648
37151,130138400000000.0,0.2644
37155,188960300000000.0,0.264
37170,118124200000000.0,0.2627
37180,187134100000000.0,0.266
37196,283055900000000.0,0.2651
37204,219716800000000.0,0.2625
37207,172140300000000.0,0.2636
37215,106109900000000.0,0.2628
37219,136385900000000.0,0.2643
37242,273444500000000.0,0.2646
37243,177330500000000.0,0.2638
37263,269888300000000.0,0.263
37264,124756100000000.0,0.2636
37282,131387900000000.0,0.2632
37290,197898900000000.0,0.2633
37295,125813300000000.0,0.2632
37298,192997000000000.0,0.2643
37320,342646600000000.0,0.2633
37322,199725000000000.0,0.264
37323,196072700000000.0,0.2636
37327,279115200000000.0,0.264
37333,220774000000000.0,0.2632
37334,106686600000000.0,0.2627
37340,151571900000000.0,0.2625
37354,197226100000000.0,0.2636
37365,229808700000000.0,0.2646
37371,102457600000000.0,0.2635
37381,109570000000000.0,0.2625
37389,116298000000000.0,0.2646
37396,113702900000000.0,0.2654
37402,103226500000000.0,0.2646
37404,217602200000000.0,0.2628
37415,117932000000000.0,0.264
37422,247013200000000.0,0.2652
37431,109089500000000.0,0.2667
37432,315350300000000.0,0.2667
37440,211162600000000.0,0.2667
37441,956238800000000.0,0.2672
37443,123506600000000.0,0.2649
37464,105244900000000.0,0.2668
37465,443278100000000.0,0.2675
37466,344280600000000.0,0.2668
37472,124563800000000.0,0.2656
37473,218082800000000.0,0.2668
37476,213853800000000.0,0.2652
37487,229712600000000.0,0.2651
37520,183866200000000.0,0.2654
37522,125332700000000.0,0.2651
37529,112453500000000.0,0.2668
37536,115913600000000.0,0.266
37539,112837900000000.0,0.2672
37541,329671200000000.0,0.2678
37561,193285400000000.0,0.2672
37581,1112136000000000.0,0.2672
37588,171563600000000.0,0.2665
37593,255375100000000.0,0.2672
37607,116874700000000.0,0.2662
37608,128216200000000.0,0.267
37620,190690300000000.0,0.2675
37621,159549300000000.0,0.2656
37630,117739700000000.0,0.267
37633,114760200000000.0,0.2654
37659,670107300000000.0,0.266
37667,221639000000000.0,0.2664
37674,125813300000000.0,0.2668
37676,145324500000000.0,0.2656
37706,135809200000000.0,0.2657
37709,136001400000000.0,0.266
37714,145036100000000.0,0.2675
37717,218947800000000.0,0.2668
37726,173485900000000.0,0.2664
37727,192804800000000.0,0.2662
37728,212316000000000.0,0.2665
37731,123891000000000.0,0.2656
37734,181175000000000.0,0.2678
37738,113606800000000.0,0.2668
37765,138212000000000.0,0.2668
37782,211162600000000.0,0.2662
37793,150514600000000.0,0.2668
37794,117355300000000.0,0.2652
37801,124371600000000.0,0.2659
37822,142729400000000.0,0.2652
37828,126966700000000.0,0.266
37835,100343100000000.0,0.2662
37845,131676300000000.0,0.2665
37859,107647800000000.0,0.267
37892,113702900000000.0,0.2656
37896,138212000000000.0,0.2665
37910,109185600000000.0,0.2664
37911,112069000000000.0,0.267
37913,217506100000000.0,0.267
37923,165412300000000.0,0.2657
37926,201935700000000.0,0.2654
37942,312562900000000.0,0.2667
37963,143306100000000.0,0.267
37974,194727100000000.0,0.2662
37975,110819500000000.0,0.2673
37985,342935000000000.0,0.2665
37989,150995200000000.0,0.2672
37995,160991100000000.0,0.267
38008,144940000000000.0,0.2675
38019,265755400000000.0,0.2673
38025,199244500000000.0,0.266
38034,145997300000000.0,0.2662
38039,364656800000000.0,0.2662
38049,380515600000000.0,0.2672
38059,150514600000000.0,0.2667
38064,226156400000000.0,0.268
38065,241534600000000.0,0.2656
38075,121392100000000.0,0.266
38079,143786600000000.0,0.2656
38082,113606800000000.0,0.2657
38090,120046500000000.0,0.2675
38091,190786400000000.0,0.2656
38098,118989200000000.0,0.2654
38103,120238700000000.0,0.2659
38118,209336400000000.0,0.2678
38119,200397800000000.0,0.266
38137,149457400000000.0,0.2668
38145,109281700000000.0,0.2652
38152,188479700000000.0,0.2659
38155,198956100000000.0,0.2652
38158,142921600000000.0,0.2672
38168,214718800000000.0,0.2667
38171,204819100000000.0,0.2665
38197,234326100000000.0,0.2667
38202,154167000000000.0,0.2659
38204,103034300000000.0,0.2649
38206,121872600000000.0,0.2665
38209,156281500000000.0,0.2657
38210,439818000000000.0,0.2678
38217,409638100000000.0,0.2659
38224,194823200000000.0,0.2665
38231,192804800000000.0,0.2656
38237,306700000000000.0,0.2676
38245,121199800000000.0,0.2652
38248,133598600000000.0,0.2652
38268,116586400000000.0,0.2675
38276,357063800000000.0,0.266
38281,106109900000000.0,0.2652
38294,654152300000000.0,0.2676
38295,276616300000000.0,0.2657
38314,115336900000000.0,0.2657
38320,187134100000000.0,0.2668
38321,125428900000000.0,0.2675
38325,122064900000000.0,0.2665
38329,108224400000000.0,0.2652
38333,101784800000000.0,0.2673
38345,137154800000000.0,0.2672
38353,174158700000000.0,0.2675
38357,155897000000000.0,0.2662
38368,140903200000000.0,0.2662
38373,122064900000000.0,0.2668
38380,139942100000000.0,0.2681
38385,116201900000000.0,0.2652
38387,133694700000000.0,0.2651
38400,137635300000000.0,0.2676
38405,149361300000000.0,0.266
38406,112357300000000.0,0.2656
38446,186461300000000.0,0.2676
38457,195688200000000.0,0.2691
38465,446065400000000.0,0.2694
38474,133214100000000.0,0.2689
38475,103899300000000.0,0.2694
38478,143978900000000.0,0.2681
38480,103611000000000.0,0.2688
38483,133021900000000.0,0.2693
38485,151379700000000.0,0.2693
38513,109954500000000.0,0.2678
38515,151283500000000.0,0.2678
38529,158876600000000.0,0.2684
38553,231058200000000.0,0.2684
38555,108897200000000.0,0.2701
38558,104572100000000.0,0.2689
38560,155224200000000.0,0.2678
38561,158684300000000.0,0.2688
38563,194823200000000.0,0.2684
38576,114568000000000.0,0.2686
38578,111780700000000.0,0.2683
38595,148784600000000.0,0.2699
38596,237401700000000.0,0.2691
38604,186076800000000.0,0.2693
38610,505079400000000.0,0.2696
38620,155704800000000.0,0.2681
38621,103995400000000.0,0.2675
38623,163778400000000.0,0.2686
38629,122064900000000.0,0.2684
38632,128696700000000.0,0.2683
38638,102169300000000.0,0.2683
38650,106013800000000.0,0.2676
38657,190017500000000.0,0.2684
38666,108801100000000.0,0.2689
38698,139077100000000.0,0.2707
38716,166757900000000.0,0.2686
38721,173293700000000.0,0.2683
38737,522476100000000.0,0.2705
38741,107647800000000.0,0.2702
38744,239420100000000.0,0.2691
38745,135136400000000.0,0.2675
38766,187134100000000.0,0.2688
38770,249319900000000.0,0.2681
38776,136097500000000.0,0.2678
38784,234133900000000.0,0.2678
38785,122257100000000.0,0.2688
38802,116874700000000.0,0.2693
38825,286900500000000.0,0.2693
38827,155416400000000.0,0.2694
38836,410599300000000.0,0.2681
38846,100247000000000.0,0.2696
38850,145036100000000.0,0.2689
38864,119854200000000.0,0.2691
38867,121680400000000.0,0.2696
38871,113702900000000.0,0.2678
38876,283921000000000.0,0.268
38899,160991100000000.0,0.2691
38902,107551600000000.0,0.2702
38904,183385600000000.0,0.2689
38906,123698800000000.0,0.2678
38908,105341000000000.0,0.2688
38915,148976800000000.0,0.2681
38918,132349100000000.0,0.268
38924,187710800000000.0,0.2693
38929,124756100000000.0,0.2686
38949,187422400000000.0,0.2693
38952,117547500000000.0,0.2701
38953,125717200000000.0,0.2684
38959,105629400000000.0,0.2696
38968,150226300000000.0,0.268
38970,117643600000000.0,0.2683
38973,334380800000000.0,0.2693
38974,110627300000000.0,0.2686
38975,132637400000000.0,0.2693
38996,174831500000000.0,0.2676
39004,609171000000000.0,0.2704
39009,509308400000000.0,0.2686
39019,196361000000000.0,0.2694
39024,148400100000000.0,0.2686
39027,135232500000000.0,0.2683
39032,250184900000000.0,0.2701
39041,121680400000000.0,0.2686
39047,111011700000000.0,0.268
39049,257489600000000.0,0.2684
39053,286419900000000.0,0.2699
39054,168968500000000.0,0.2686
39055,117547500000000.0,0.2686
39056,105917700000000.0,0.2693
39057,100823700000000.0,0.2681
39060,230577600000000.0,0.2693
39061,158299900000000.0,0.2691
39090,132445200000000.0,0.2684
39097,136866400000000.0,0.2678
39104,212796500000000.0,0.2702
39109,113606800000000.0,0.268
39111,195688200000000.0,0.2676
39114,118893100000000.0,0.2676
39118,183962300000000.0,0.2684
39136,126582200000000.0,0.2681
39163,130907400000000.0,0.2683
39171,142344900000000.0,0.2694
39214,155704800000000.0,0.2681
39218,105437100000000.0,0.268
39223,221062400000000.0,0.2676
39232,160029900000000.0,0.2701
39252,111300100000000.0,0.2693
39262,292667300000000.0,0.2693
39265,127447300000000.0,0.2678
39271,189921400000000.0,0.2691
39284,128792800000000.0,0.2694
39285,108128300000000.0,0.2689
39292,285170400000000.0,0.2686
39293,146958400000000.0,0.2694
39296,216833300000000.0,0.2694
39302,202031800000000.0,0.2697
39317,118604800000000.0,0.2691
39318,307949500000000.0,0.2683
39319,203665700000000.0,0.2701
39331,122064900000000.0,0.2697
39350,204338500000000.0,0.2696
39359,145805000000000.0,0.2694
39368,266620400000000.0,0.2678
39374,249031500000000.0,0.2683
39377,154935900000000.0,0.2699
39390,468460000000000.0,0.2684
39393,134848000000000.0,0.2701
39394,251915000000000.0,0.2686
39419,117066900000000.0,0.2699
39431,128600600000000.0,0.268
39440,145997300000000.0,0.2676
39441,126774500000000.0,0.2686
39447,211354800000000.0,0.2693
39460,182712800000000.0,0.2676
39470,224330200000000.0,0.2699
39471,214814900000000.0,0.2686
39476,116586400000000.0,0.2693
39477,740078300000000.0,0.2691
39479,102265400000000.0,0.2683
39481,102745900000000.0,0.2686
39490,113414600000000.0,0.2688
39501,148207900000000.0,0.2691
39503,100823700000000.0,0.2686
39504,120334800000000.0,0.2678
39530,135905300000000.0,0.2678
39531,348797900000000.0,0.2694
39537,137827600000000.0,0.2686
39550,200686200000000.0,0.2686
39554,159933800000000.0,0.2683
39555,135713100000000.0,0.2678
39564,179829400000000.0,0.272
39566,149169000000000.0,0.2705
39574,140999300000000.0,0.272
39578,135232500000000.0,0.2725
39582,181655600000000.0,0.2715
39591,158299900000000.0,0.2726
39592,102073100000000.0,0.271
39594,306603900000000.0,0.2705
39599,137731500000000.0,0.2715
39611,330055700000000.0,0.2723
39621,121488200000000.0,0.2726
39629,504983300000000.0,0.271
39631,100823700000000.0,0.2731
39635,253068300000000.0,0.2702
39667,180213900000000.0,0.2726
39712,1380582000000000.0,0.2723
39715,157146500000000.0,0.2717
39732,124467700000000.0,0.2712
39748,142729400000000.0,0.2715
39752,165220100000000.0,0.2715
39781,140807100000000.0,0.2714
39782,318329800000000.0,0.273
39791,206645200000000.0,0.2726
39798,253068300000000.0,0.2714
39804,166950100000000.0,0.2723
39808,106494400000000.0,0.2717
39816,160894900000000.0,0.2709
39820,855895800000000.0,0.273
39830,181367200000000.0,0.2712
39831,119950400000000.0,0.2702
39837,112837900000000.0,0.2717
39850,287188800000000.0,0.2726
39857,127351100000000.0,0.2709
39863,266043700000000.0,0.271
39875,126293900000000.0,0.2709
39879,191555300000000.0,0.2733
39882,374652600000000.0,0.271
39905,151091300000000.0,0.2718
39910,163874500000000.0,0.2705
39916,165027900000000.0,0.2704
39935,177618800000000.0,0.2707
39936,272963900000000.0,0.2709
39938,118412500000000.0,0.272
39945,323423800000000.0,0.2722
39955,158588200000000.0,0.2705
39962,225195300000000.0,0.272
39963,253741100000000.0,0.2728
39966,353411400000000.0,0.2726
39980,227886500000000.0,0.271
39983,119950400000000.0,0.2725
40005,106975000000000.0,0.2718
40008,316599700000000.0,0.2707
40030,650980600000000.0,0.2712
40034,103995400000000.0,0.2723
40036,146477800000000.0,0.2717
40046,127735600000000.0,0.2718
40066,100919800000000.0,0.2722
40071,136289700000000.0,0.2723
40083,225099100000000.0,0.2709
40089,164355100000000.0,0.2725
40099,123602700000000.0,0.2702
40124,211643200000000.0,0.2714
40127,109089500000000.0,0.2705
40129,119277600000000.0,0.2704
40136,168103500000000.0,0.2723
40146,123794900000000.0,0.2707
40158,246820900000000.0,0.2725
40175,165316200000000.0,0.2723
40190,232403800000000.0,0.2726
40196,109089500000000.0,0.2707
40199,123314300000000.0,0.2718
40203,195111600000000.0,0.2726
40208,179829400000000.0,0.2702
40210,149361300000000.0,0.271
40220,338802100000000.0,0.272
40226,194246500000000.0,0.2718
40232,147246700000000.0,0.2707
40257,274117300000000.0,0.2722
40259,100150900000000.0,0.2702
40261,478455800000000.0,0.2714
40291,173774200000000.0,0.2725
40292,563228400000000.0,0.2707
40294,130619000000000.0,0.2718
40302,115817400000000.0,0.2707
40323,201070600000000.0,0.2722
40332,181559500000000.0,0.2704
40333,160991100000000.0,0.2714
40345,256144000000000.0,0.2723
40353,373595400000000.0,0.271
40366,113702900000000.0,0.2702
40369,115048500000000.0,0.2722
40380,258162400000000.0,0.2717
40384,119277600000000.0,0.2704
40390,160510500000000.0,0.2704
40396,242207400000000.0,0.2718
40400,122545400000000.0,0.2714
40403,101784800000000.0,0.2726
40412,210105300000000.0,0.2714
40424,116778600000000.0,0.2704
40426,119758100000000.0,0.271
40431,143690500000000.0,0.2728
40432,110915600000000.0,0.2714
40444,100343100000000.0,0.2709
40445,339571000000000.0,0.2718
40465,153782500000000.0,0.2704
40469,104956600000000.0,0.2707
40473,136770300000000.0,0.271
40477,203569600000000.0,0.2728
40489,157915400000000.0,0.2715
40492,178772200000000.0,0.2723
40497,424439700000000.0,0.2717
40499,439337400000000.0,0.272
40502,230577600000000.0,0.2709
40506,157146500000000.0,0.2726
40530,278442400000000.0,0.273
40559,121007600000000.0,0.2702
40560,468556100000000.0,0.2707
40567,108128300000000.0,0.272
40577,363215100000000.0,0.2733
40582,151668000000000.0,0.2756
40587,110338900000000.0,0.2749
40601,287573300000000.0,0.2736
40605,176657700000000.0,0.2749
40611,151764100000000.0,0.2736
40620,108608900000000.0,0.2754
40628,138404300000000.0,0.2751
40654,197129900000000.0,0.2743
40659,221735200000000.0,0.2743
40699,111588400000000.0,0.2738
40728,263640900000000.0,0.2751
40740,195207700000000.0,0.2733
40741,119662000000000.0,0.2735
40745,223273000000000.0,0.2749
40757,250857700000000.0,0.273
40767,108416700000000.0,0.2733
40773,104860400000000.0,0.2733
40790,139942100000000.0,0.2738
40820,128120100000000.0,0.2743
40826,206741400000000.0,0.2743
40830,103899300000000.0,0.2728
40831,277769700000000.0,0.2731
40836,120334800000000.0,0.2743
40840,137635300000000.0,0.2735
40846,416558400000000.0,0.2749
40853,144171100000000.0,0.2736
40854,389069700000000.0,0.2748
40861,150226300000000.0,0.2743
40863,114568000000000.0,0.2743
40865,173485900000000.0,0.2743
40871,172044200000000.0,0.2751
40880,101688700000000.0,0.2743
40885,300452600000000.0,0.2761
40894,172044200000000.0,0.2735
40895,378593300000000.0,0.2736
40897,164643400000000.0,0.2728
40905,187903000000000.0,0.2733
40919,122353200000000.0,0.2731
40920,296992500000000.0,0.2733
40928,157627100000000.0,0.2736
40935,324192700000000.0,0.2746
40942,136578100000000.0,0.2752
40945,251242200000000.0,0.2736
40978,201455100000000.0,0.2746
40979,149937900000000.0,0.2736
40989,180021600000000.0,0.2738
41000,184250700000000.0,0.2735
41003,187038000000000.0,0.2735
41013,103803200000000.0,0.2743
41022,217986700000000.0,0.2733
41067,130522900000000.0,0.273
41077,139846000000000.0,0.2733
41082,810433800000000.0,0.2754
41084,248839300000000.0,0.2743
41095,212219900000000.0,0.2743
41096,141479900000000.0,0.2752
41098,153686400000000.0,0.2738
41099,147919500000000.0,0.2733
41104,193285400000000.0,0.2741
41107,150322400000000.0,0.2735
41113,119181400000000.0,0.2741
41117,145708900000000.0,0.2738
41119,106782700000000.0,0.2731
41124,459521400000000.0,0.2738
41126,104764300000000.0,0.2735
41132,136674200000000.0,0.2735
41142,166085100000000.0,0.273
41147,208183100000000.0,0.2752
41173,255182800000000.0,0.2749
41185,119469800000000.0,0.2738
41187,126390000000000.0,0.2735
41192,117259200000000.0,0.2731
41204,204146300000000.0,0.2731
41205,273348400000000.0,0.2738
41209,137731500000000.0,0.2752
41223,116586400000000.0,0.2738
41225,156762000000000.0,0.2733
41226,199725000000000.0,0.2746
41235,214718800000000.0,0.2748
41240,160318300000000.0,0.2751
41241,292763400000000.0,0.2743
41277,121103700000000.0,0.2751
41283,139846000000000.0,0.2748
41292,717683700000000.0,0.2751
41295,169064600000000.0,0.2736
41314,111684500000000.0,0.2733
41315,331016800000000.0,0.2741
41322,220293400000000.0,0.2744
41323,123314300000000.0,0.2744
41328,145901200000000.0,0.2733
41347,435877300000000.0,0.2744
41349,101784800000000.0,0.2751
41351,269119400000000.0,0.2744
41359,124563800000000.0,0.2735
41361,245090900000000.0,0.2733
41363,107647800000000.0,0.2738
41365,119854200000000.0,0.2754
41371,185211800000000.0,0.2735
41377,117835800000000.0,0.2751
41380,158396000000000.0,0.2731
41383,193477600000000.0,0.273
41386,104764300000000.0,0.2739
41388,171371400000000.0,0.2743
41389,118893100000000.0,0.2728
41394,107263300000000.0,0.2731
41397,461443600000000.0,0.2749
41411,122929900000000.0,0.2746
41423,162817200000000.0,0.2744
41441,102361500000000.0,0.2735
41451,172044200000000.0,0.2756
41459,237401700000000.0,0.2731
41467,121584300000000.0,0.2751
41474,102169300000000.0,0.2743
41475,118316400000000.0,0.2751
41479,117259200000000.0,0.273
41483,117163000000000.0,0.2736
41498,151091300000000.0,0.2733
41509,136001400000000.0,0.2744
41515,107551600000000.0,0.2736
41517,500081500000000.0,0.2752
41518,192804800000000.0,0.2733
41520,139269300000000.0,0.2746
41523,126966700000000.0,0.2735
41530,137058700000000.0,0.2738
41532,124371600000000.0,0.2749
41539,454331200000000.0,0.2746
41545,112837900000000.0,0.2749
41552,188287500000000.0,0.2752
41559,101880900000000.0,0.273
41567,112069000000000.0,0.273
41569,129273400000000.0,0.2731
41571,161471600000000.0,0.2748
41583,105052700000000.0,0.2728
41608,102169300000000.0,0.2739
41614,142633300000000.0,0.2754
41627,109185600000000.0,0.2752
41636,160126000000000.0,0.2746
41647,112069000000000.0,0.2733
41650,100823700000000.0,0.2743
41666,172332500000000.0,0.2736
41668,129754000000000.0,0.2744
41686,104572100000000.0,0.2744
41687,139365400000000.0,0.2736
41690,133406300000000.0,0.2751
41706,421268000000000.0,0.2733
41719,209336400000000.0,0.2738
41730,166854000000000.0,0.2744
41739,561594500000000.0,0.2783
41750,101400300000000.0,0.2772
41764,140518800000000.0,0.2769
41776,231827100000000.0,0.2772
41785,146285600000000.0,0.2779
41792,574089300000000.0,0.277
41798,192132000000000.0,0.278
41809,106206000000000.0,0.277
41821,106878800000000.0,0.278
41828,269984400000000.0,0.2762
41829,150706900000000.0,0.2777
41839,107551600000000.0,0.2767
41862,122545400000000.0,0.2761
41872,166373400000000.0,0.278
41882,339090400000000.0,0.2757
41895,180502200000000.0,0.2785
41901,110435100000000.0,0.2759
41903,136866400000000.0,0.2772
41920,175119800000000.0,0.2772
41921,116778600000000.0,0.2769
41928,124371600000000.0,0.2769
41930,106975000000000.0,0.2775
41937,110915600000000.0,0.2765
41939,199052200000000.0,0.2764
41948,105821600000000.0,0.2761
41960,105341000000000.0,0.2761
41962,194631000000000.0,0.2759
41966,113606800000000.0,0.2757
41972,105437100000000.0,0.2762
41977,140518800000000.0,0.2782
41999,164451200000000.0,0.2772
42003,136097500000000.0,0.2759
42004,123122100000000.0,0.2777
42008,206356900000000.0,0.2759
42014,101304200000000.0,0.2754
42015,283440400000000.0,0.2779
42016,103034300000000.0,0.2759
42019,116298000000000.0,0.2761
42037,156281500000000.0,0.2757
42041,107743900000000.0,0.2756
42043,410407100000000.0,0.2764
42048,109281700000000.0,0.2779
42054,119854200000000.0,0.2777
42055,342646600000000.0,0.2765
42078,282671500000000.0,0.2777
42092,110050600000000.0,0.278
42095,102265400000000.0,0.2769
42098,193573700000000.0,0.2772
42117,139557600000000.0,0.2764
42120,112453500000000.0,0.2757
42149,104187600000000.0,0.2779
42150,256720700000000.0,0.2782
42169,141287700000000.0,0.2764
42200,178868300000000.0,0.2775
42205,110435100000000.0,0.2765
42212,110723400000000.0,0.278
42213,106398300000000.0,0.2777
42223,162721100000000.0,0.2765
